epoch,accuracy,auc,learning_rate,loss,precision,recall,val_accuracy,val_auc,val_loss,val_precision,val_recall
0,0.44120875000953674,0.7951360940933228,0.0010000000474974513,0.5256799459457397,0.917917013168335,0.6144393086433411,0.9269153475761414,0.9732367992401123,0.3767358660697937,0.920762300491333,0.9329268336296082
1,0.4375,0.9130434393882751,0.0010000000474974513,0.49832969903945923,1.0,0.6086956262588501,0.9264112710952759,0.9716809391975403,0.38004469871520996,0.9249492883682251,0.9268292784690857
2,0.47176501154899597,0.825916588306427,0.0010000000474974513,0.47644907236099243,0.9442365765571594,0.6309523582458496,0.9138104915618896,0.9775360226631165,0.381888210773468,0.9404116868972778,0.8821138143539429
3,0.46875,0.8429951667785645,0.0010000000474974513,0.4021807312965393,0.9411764740943909,0.695652186870575,0.9122983813285828,0.9781092405319214,0.3817986845970154,0.942139744758606,0.8770325183868408
4,0.46779775619506836,0.8212141990661621,0.0010000000474974513,0.46230170130729675,0.9479204416275024,0.6216055750846863,0.9354838728904724,0.9787190556526184,0.3638421297073364,0.9297188520431519,0.9410569071769714
5,0.53125,0.9333333373069763,0.0010000000474974513,0.44142118096351624,1.0,0.800000011920929,0.9354838728904724,0.9783622622489929,0.36433014273643494,0.9323232173919678,0.9380081295967102
6,0.47294673323631287,0.8219040036201477,0.0010000000474974513,0.4518027603626251,0.9532642364501953,0.6217530369758606,0.8583669066429138,0.9758465886116028,0.4455944895744324,0.9680426120758057,0.7388211488723755
7,0.53125,0.8917748928070068,0.0010000000474974513,0.46042007207870483,0.9375,0.7142857313156128,0.852318525314331,0.9758343696594238,0.4515265226364136,0.9675236940383911,0.7266260385513306
8,0.47564783692359924,0.8301581144332886,0.0010000000474974513,0.44863492250442505,0.9517378211021423,0.6281198263168335,0.9173387289047241,0.9743201732635498,0.3778451979160309,0.9525386095046997,0.8770325183868408
9,0.5,0.807692289352417,0.0010000000474974513,0.3406379818916321,1.0,0.6538461446762085,0.913306474685669,0.9744537472724915,0.3781912624835968,0.9511111378669739,0.869918704032898
10,0.47792690992355347,0.8276340365409851,0.0005000000237487257,0.43289828300476074,0.9562123417854309,0.6220033168792725,0.9349798560142517,0.9823856949806213,0.35770201683044434,0.9572192430496216,0.9095528721809387
11,0.625,0.9791666269302368,0.0005000000237487257,0.4179442524909973,1.0,0.9166666865348816,0.9354838728904724,0.9823379516601562,0.3574034571647644,0.9582440853118896,0.9095528721809387
12,0.47328436374664307,0.8382183313369751,0.0005000000237487257,0.4241556227207184,0.9627261161804199,0.62017422914505,0.9208669066429138,0.9803388118743896,0.36571577191352844,0.9661781191825867,0.8709349632263184
13,0.46875,0.8290042877197266,0.0005000000237487257,0.38856998085975647,0.9285714030265808,0.6190476417541504,0.921875,0.9805716276168823,0.36510443687438965,0.9662542343139648,0.8729674816131592
14,0.48628345131874084,0.8377916812896729,0.0005000000237487257,0.41178780794143677,0.9653608798980713,0.6318100690841675,0.9248992204666138,0.9822733402252197,0.34176963567733765,0.9427359700202942,0.9034552574157715
15,0.4375,0.808571457862854,0.0005000000237487257,0.3730524480342865,1.0,0.6399999856948853,0.9248992204666138,0.9823688268661499,0.3419082462787628,0.9436769485473633,0.9024389982223511
16,0.4899974763393402,0.8463212847709656,0.0002500000118743628,0.39797839522361755,0.9732796549797058,0.631141722202301,0.9405242204666138,0.982568085193634,0.3294113874435425,0.9491701126098633,0.9298780560493469
17,0.5625,0.796875,0.0002500000118743628,0.37421780824661255,1.0,0.5416666865348816,0.9405242204666138,0.9826061725616455,0.32903122901916504,0.9491701126098633,0.9298780560493469
18,0.4921921193599701,0.8542219996452332,0.0002500000118743628,0.39131057262420654,0.978300154209137,0.6403124332427979,0.9450604915618896,0.9841474294662476,0.32451748847961426,0.9405840635299683,0.9491869807243347
19,0.3125,0.6811594367027283,0.0002500000118743628,0.47517913579940796,0.8571428656578064,0.52173912525177,0.9450604915618896,0.9839257597923279,0.32506436109542847,0.9405840635299683,0.9491869807243347
20,0.4910103678703308,0.8428635001182556,0.0002500000118743628,0.38974079489707947,0.9728943109512329,0.634100079536438,0.9349798560142517,0.9809461236000061,0.33409783244132996,0.9457768797874451,0.9217479825019836
21,0.4375,0.8814102411270142,0.0002500000118743628,0.4141975939273834,1.0,0.6538461446762085,0.9359878897666931,0.9809471368789673,0.33375778794288635,0.9449636340141296,0.9247967600822449
22,0.4939647316932678,0.8490939140319824,0.0002500000118743628,0.38589417934417725,0.9782647490501404,0.6458728909492493,0.9380040168762207,0.9820213317871094,0.33490055799484253,0.9406346082687378,0.9339430928230286
23,0.5625,0.9004328846931458,0.0002500000118743628,0.3476351797580719,1.0,0.8095238208770752,0.9375,0.9819563031196594,0.33574214577674866,0.9423868060112,0.9308943152427673
24,0.49945133924484253,0.8558596968650818,0.0001250000059371814,0.3781675398349762,0.981598436832428,0.6465834975242615,0.9299395084381104,0.983640193939209,0.3318670094013214,0.9480381608009338,0.9085366129875183
25,0.46875,0.8590909242630005,0.0001250000059371814,0.33980435132980347,1.0,0.6363636255264282,0.930443525314331,0.9835684895515442,0.33204272389411926,0.9480932354927063,0.9095528721809387
26,0.49379590153694153,0.8447953462600708,0.0001250000059371814,0.37459439039230347,0.9801962375640869,0.6492555141448975,0.9415322542190552,0.9855583906173706,0.31548842787742615,0.9465020298957825,0.934959352016449
27,0.375,0.8098958730697632,0.0001250000059371814,0.4006268084049225,1.0,0.5,0.9415322542190552,0.9855976104736328,0.3156188726425171,0.9474226832389832,0.9339430928230286
28,0.49506205320358276,0.8469409346580505,0.0001250000059371814,0.3742024302482605,0.9804276823997498,0.640843391418457,0.9309476017951965,0.9819862842559814,0.32947972416877747,0.93795245885849,0.9217479825019836
29,0.6875,0.9954545497894287,0.0001250000059371814,0.32032784819602966,1.0,0.8181818127632141,0.930443525314331,0.9820106625556946,0.32918956875801086,0.9369834661483765,0.9217479825019836
30,0.49573731422424316,0.8452416062355042,0.0001250000059371814,0.3694268763065338,0.9782490730285645,0.6393035054206848,0.9410282373428345,0.9853968620300293,0.31507426500320435,0.9482936859130859,0.9319105744361877
31,0.53125,0.8520833253860474,0.0001250000059371814,0.4506838321685791,0.9285714030265808,0.6499999761581421,0.9410282373428345,0.9853140711784363,0.31522059440612793,0.9482936859130859,0.9319105744361877
32,0.4985228180885315,0.8483558297157288,6.25000029685907e-05,0.3663632571697235,0.980867326259613,0.6387801170349121,0.9425403475761414,0.9855523109436035,0.3146371841430664,0.9438775777816772,0.940040647983551
33,0.5625,0.861328125,6.25000029685907e-05,0.4100545048713684,0.8461538553237915,0.6875,0.9420362710952759,0.9854878187179565,0.31485575437545776,0.9438202381134033,0.9390243887901306
34,0.49447116255760193,0.8437907695770264,6.25000029685907e-05,0.36483854055404663,0.9838916063308716,0.6356433033943176,0.9420362710952759,0.9858852028846741,0.31286782026290894,0.942014217376709,0.9410569071769714
35,0.375,0.8072916269302368,6.25000029685907e-05,0.39801648259162903,1.0,0.4583333432674408,0.9420362710952759,0.9857932329177856,0.31296536326408386,0.942014217376709,0.9410569071769714
