epoch,accuracy,auc,learning_rate,loss,precision,recall,val_accuracy,val_auc,val_loss,val_precision,val_recall
0,0.3138347268104553,0.5790047645568848,0.0010000000474974513,0.8857858777046204,0.7814251184463501,0.46075770258903503,0.6118951439857483,0.8007012009620667,0.6441017985343933,0.7635468244552612,0.315040647983551
1,0.375,0.7204545736312866,0.0010000000474974513,0.6956050395965576,1.0,0.27272728085517883,0.5962701439857483,0.8021783828735352,0.6716916561126709,0.8144329786300659,0.24085365235805511
2,0.38684898614883423,0.7242748737335205,0.0010000000474974513,0.5842727422714233,0.8698394298553467,0.5361055731773376,0.7263104915618896,0.8529537320137024,0.5585705041885376,0.7852522730827332,0.6168699264526367
3,0.46875,0.6891025900840759,0.0010000000474974513,0.5956892967224121,0.8999999761581421,0.692307710647583,0.7237903475761414,0.8536711931228638,0.5643731951713562,0.7930107712745667,0.5995935201644897
4,0.42820966243743896,0.7678172588348389,0.0010000000474974513,0.5304825901985168,0.8936015963554382,0.5873942375183105,0.8346773982048035,0.9371498227119446,0.4467794895172119,0.9009779691696167,0.7489837408065796
5,0.28125,0.6197916269302368,0.0010000000474974513,0.49059945344924927,0.8235294222831726,0.5833333134651184,0.828125,0.9375228881835938,0.4512804448604584,0.9003735780715942,0.7347561120986938
6,0.4349624514579773,0.7772652506828308,0.0010000000474974513,0.5134739875793457,0.9031630754470825,0.606071412563324,0.8286290168762207,0.9265183210372925,0.5174039602279663,0.8824228048324585,0.755081295967102
7,0.71875,0.8253968358039856,0.0010000000474974513,0.5308477282524109,0.9166666865348816,0.7857142686843872,0.805443525314331,0.9266443252563477,0.5161539316177368,0.9008042812347412,0.6829268336296082
8,0.42719677090644836,0.7797853350639343,0.0010000000474974513,0.5070011019706726,0.9140526056289673,0.5934078693389893,0.8598790168762207,0.9366865158081055,0.43391501903533936,0.8684759736061096,0.8455284833908081
9,0.40625,0.7628204822540283,0.0010000000474974513,0.4080633521080017,0.8571428656578064,0.692307710647583,0.8659273982048035,0.9360655546188354,0.42735591530799866,0.8505859375,0.8851625919342041
10,0.44289693236351013,0.7838500142097473,0.0010000000474974513,0.5022948980331421,0.9028190970420837,0.6154947876930237,0.8271169066429138,0.9338247179985046,0.4631219804286957,0.8838323354721069,0.75
11,0.375,0.7756410241127014,0.0005000000237487257,0.546923816204071,0.9285714030265808,0.5,0.8346773982048035,0.9342895746231079,0.4570017457008362,0.88228440284729,0.7693089246749878
12,0.4495652914047241,0.7983702421188354,0.0005000000237487257,0.48402631282806396,0.909308671951294,0.6332221031188965,0.8477822542190552,0.9406711459159851,0.4493989944458008,0.8983644843101501,0.7815040946006775
13,0.4375,0.7704545855522156,0.0005000000237487257,0.5539637207984924,0.9285714030265808,0.5909090638160706,0.8477822542190552,0.9411316514015198,0.45031413435935974,0.9002347588539124,0.7794715166091919
14,0.44534480571746826,0.8047127723693848,0.0005000000237487257,0.4786570370197296,0.9135969877243042,0.6382827162742615,0.8477822542190552,0.947263240814209,0.448292076587677,0.9158536791801453,0.7632113695144653
15,0.46875,0.8056679964065552,0.0005000000237487257,0.4451286196708679,0.8333333134651184,0.5263158082962036,0.8140121102333069,0.9452261924743652,0.4733600616455078,0.92767733335495,0.6778455376625061
16,0.44753944873809814,0.7974223494529724,0.0005000000237487257,0.48240336775779724,0.9140720367431641,0.6244059205055237,0.8830645084381104,0.9502037763595581,0.40964391827583313,0.8876288533210754,0.875
17,0.3125,0.7597402334213257,0.0005000000237487257,0.534647524356842,0.8235294222831726,0.6666666865348816,0.8785282373428345,0.9500691890716553,0.41244372725486755,0.8939554691314697,0.8567073345184326
18,0.4380855858325958,0.7896849513053894,0.0005000000237487257,0.4820070266723633,0.9122715592384338,0.6193571090698242,0.8452621102333069,0.9440802931785583,0.44235384464263916,0.9063625335693359,0.767276406288147
19,0.4375,0.613725483417511,0.0005000000237487257,0.469976544380188,0.800000011920929,0.47058823704719543,0.8371976017951965,0.943785548210144,0.45036864280700684,0.9105589985847473,0.744918704032898
20,0.44289693236351013,0.7934609651565552,0.0005000000237487257,0.47797784209251404,0.9065567851066589,0.6150826811790466,0.8069556355476379,0.940809965133667,0.4725545644760132,0.9214586019515991,0.667682945728302
21,0.34375,0.6714285612106323,0.0005000000237487257,0.48665499687194824,0.9090909361839294,0.4000000059604645,0.7988911271095276,0.9391661286354065,0.48469316959381104,0.9295154213905334,0.6432926654815674
22,0.4552207291126251,0.8046248555183411,0.0002500000118743628,0.47009745240211487,0.9204506278038025,0.6321114301681519,0.8533266186714172,0.951413094997406,0.42690709233283997,0.9100591540336609,0.7815040946006775
23,0.3125,0.8429951667785645,0.0002500000118743628,0.5153190493583679,0.8999999761581421,0.782608687877655,0.8477822542190552,0.9506646990776062,0.43261900544166565,0.9128329157829285,0.7662601470947266
24,0.45100024342536926,0.8091323375701904,0.0002500000118743628,0.46852412819862366,0.9241355061531067,0.6206896305084229,0.8533266186714172,0.9504613876342773,0.42587506771087646,0.9120095372200012,0.7794715166091919
25,0.5,0.8015872836112976,0.0002500000118743628,0.38705727458000183,0.8181818127632141,0.5,0.8472782373428345,0.9496392011642456,0.4294261038303375,0.9117291569709778,0.7662601470947266
26,0.4482991397380829,0.8044219017028809,0.0002500000118743628,0.46428656578063965,0.9225897192955017,0.6218427419662476,0.899193525314331,0.9557885527610779,0.3973582684993744,0.8805825114250183,0.9217479825019836
27,0.4375,0.8400000929832458,0.0002500000118743628,0.46135979890823364,0.9047619104385376,0.7599999904632568,0.8986895084381104,0.9555131793022156,0.3970757722854614,0.8804664611816406,0.9207317233085632
28,0.45834389328956604,0.8048911690711975,0.0002500000118743628,0.46342939138412476,0.9193268418312073,0.6312090754508972,0.8689516186714172,0.9539065361022949,0.4082566499710083,0.902222216129303,0.8252032399177551
29,0.5625,0.9045454859733582,0.0002500000118743628,0.3650158643722534,1.0,0.6363636255264282,0.8785282373428345,0.9548658728599548,0.403454452753067,0.9024918675422668,0.8465447425842285
30,0.4524352252483368,0.8041966557502747,0.0002500000118743628,0.461164653301239,0.9192185997962952,0.6209725141525269,0.8744959831237793,0.9524013996124268,0.4002545475959778,0.9042904376983643,0.8353658318519592
31,0.46875,0.8514285683631897,0.0002500000118743628,0.36714527010917664,1.0,0.6399999856948853,0.8805443644523621,0.9530930519104004,0.3972407281398773,0.905537486076355,0.8475610017776489
32,0.4529416859149933,0.8027456998825073,0.0001250000059371814,0.45798373222351074,0.916824221611023,0.6336104273796082,0.8805443644523621,0.9605919122695923,0.3882956802845001,0.9127072095870972,0.8394308686256409
33,0.34375,0.8035714030265808,0.0001250000059371814,0.4509451985359192,0.9473684430122375,0.6428571343421936,0.8805443644523621,0.9605106711387634,0.38835078477859497,0.9108911156654358,0.8414633870124817
34,0.4512534737586975,0.8065488934516907,0.0001250000059371814,0.4515592157840729,0.9197412133216858,0.6240360736846924,0.8689516186714172,0.95538729429245,0.4084662199020386,0.9095022678375244,0.8170731663703918
35,0.4375,0.7999999523162842,0.0001250000059371814,0.3809274435043335,1.0,0.6296296119689941,0.8724798560142517,0.9557469487190247,0.4046245515346527,0.9056603908538818,0.8292682766914368
36,0.45167553424835205,0.8100956082344055,0.0001250000059371814,0.4507271945476532,0.9254561066627502,0.6302212476730347,0.8629032373428345,0.95589280128479,0.4164012372493744,0.9188235402107239,0.7936992049217224
37,0.46875,0.8380566835403442,0.0001250000059371814,0.5191323161125183,0.8235294222831726,0.7368420958518982,0.8644153475761414,0.956131637096405,0.41689160466194153,0.9220778942108154,0.7936992049217224
38,0.44787710905075073,0.8189446926116943,6.25000029685907e-05,0.45453310012817383,0.9260085821151733,0.6368358731269836,0.8729838728904724,0.9614654779434204,0.3960215151309967,0.9226328134536743,0.8119918704032898
39,0.59375,0.8397435545921326,6.25000029685907e-05,0.3991965055465698,1.0,0.6538461446762085,0.8714717626571655,0.9612912535667419,0.3968866765499115,0.922363817691803,0.8089430928230286
